accession,GC_Content,tRNAs,Cgenes,Pgenes,CRISPR
NZ_CP038471,56.112,83,4336,231,0
NZ_CP045064,55.851,82,4571,130,0
NZ_CP058253,56.056,83,4290,32,1
NZ_CP058637,56.155,84,4261,34,1
NZ_CP058196,56.063,82,4452,207,2
NZ_CP056129,55.892,83,4529,174,0
NZ_CP056148,55.822,83,4578,165,3
NZ_CP056168,55.894,83,4681,137,1
NZ_CP056737,55.684,84,5013,141,1
NZ_CP060733,55.963,83,4528,103,2
NZ_CP060737,56.089,84,4540,130,0
NZ_CP048650,55.628,83,4834,132,0
NZ_AP022465,55.732,77,5025,144,1
NZ_AP023447,55.89,83,5041,253,0
NZ_CP077407,56.21,83,4474,72,3
NZ_CP086405,55.919,84,4602,70,1
NZ_CP086201,56.166,84,4417,48,0
NZ_CP083819,55.978,83,4459,114,0
NZ_CP083853,56.027,84,4717,85,3
NZ_CP096187,55.694,83,4722,102,1
NZ_CP095165,56.015,85,4761,112,0
NZ_CP095170,55.824,86,4855,104,0
NZ_CP095180,55.843,84,4703,143,0
NZ_CP031611,28.025,43,1432,52,0
NZ_CP065357,28.02,43,1436,59,0
NZ_CP014749,52.005,88,3268,438,5
NZ_CP058350,58.66,53,4033,82,0
NZ_CP063089,31.369,46,1549,15,0
NZ_CP042435,37.906,46,4631,5,1
NZ_CP042306,65.146,45,3346,70,0
NZ_CP046121,70.558,46,3175,190,0
NZ_CP014835,39.249,68,1891,65,1
NZ_CP038033,50.655,44,3718,84,1
NZ_CP060414,53.236,54,2747,165,2
NZ_CP014944,37.865,73,3892,54,1
NZ_CP019573,34.064,54,1709,23,0
NZ_CP086111,67.77,61,7119,98,2
NZ_CP086112,67.452,61,7119,98,2
NZ_CP015839,58.792,83,4475,31,3
NZ_CP036534,72.44,66,7064,127,0
NZ_CP095163,58.907,99,3780,113,1
NZ_CP015080,62.23,49,3567,37,2
NZ_CP015196,40.921,58,2101,107,0
NZ_CP030827,60.845,57,5868,95,0
NZ_CP030828,59.467,57,5868,95,0
NZ_CP034588,65.258,42,4282,54,0
NZ_AP017959,49.795,44,2864,40,1
NZ_CP058272,38.251,82,4163,53,0
NZ_CP023269,59.914,68,5429,73,0
NZ_CP023271,66.211,71,4159,18,0
NZ_CP015511,66.238,50,3197,24,0
NZ_CP015227,54.813,89,4138,80,0
NZ_CP029043,71.912,71,6738,155,0
NZ_CP019698,45.379,71,3064,45,7
NZ_CP015399,48.146,79,6766,404,2
NZ_CP015317,52.783,43,5104,16,0
NZ_CP007501,45.16,39,2043,16,0
NZ_LT594522,32.574,41,232,30,0
NZ_CP018760,34.39,42,3647,11,1
NZ_CP017072,43.869,92,3988,111,0
NZ_CP015362,72.307,66,6337,132,4
NZ_CP016094,66.476,44,3522,5,0
NZ_CP096120,36.671,78,2793,120,0
NZ_CP020437,35.459,106,5433,135,0
NZ_CP020431,40.078,69,2146,44,1
NZ_CP020409,47.524,83,4308,101,0
NZ_CP018258,53.963,48,2097,19,0
NZ_CP015726,71.279,69,9074,530,2
NZ_CP015519,53.412,50,2855,29,0
NZ_CP016447,65.289,53,4060,48,1
NZ_CP016460,64.34,46,4087,33,0
NZ_CP016499,61.337,52,4623,69,0
NZ_CP016449,65.508,43,4338,49,0
NZ_CP016464,68.396,73,5335,33,3
NZ_CP016448,65.022,47,3552,18,0
NZ_CP019236,66.174,47,5390,73,0
NZ_CP016456,63.283,53,4080,61,1
NZ_CP016453,61.877,53,4080,61,1
NZ_CP016364,58.636,57,3893,54,0
NZ_CP019390,57.093,58,3256,134,0
NZ_CP019391,57.067,58,3256,134,0
NZ_LR760298,36.686,52,1921,10,0
NZ_CP019323,35.304,59,2469,26,1
NZ_CP043438,55.619,84,4288,36,2
NZ_AP017469,48.821,88,3966,30,4
NZ_CP053848,29.218,46,1597,21,0
NZ_CP047019,71.432,71,8576,383,5
NZ_CP022387,35.869,45,2444,8,3
NZ_CP042652,27.568,61,3004,21,0
NZ_CP015731,47.13,69,3209,18,0
NZ_CP015732,66.657,51,4253,125,0
NZ_CP064030,59.568,48,4142,9,0
NZ_CP015849,73.15,69,6225,141,3
NZ_CP029145,62.515,43,4397,75,1
NZ_CP023449,65.533,49,5160,91,0
NZ_CP017478,30.353,39,3007,5,1
NZ_CP017781,67.353,53,3606,94,0
NZ_CP018155,30.727,40,2679,5,0
NZ_CP019070,27.711,66,2725,1,0
NZ_CP045144,68.859,48,3670,24,0
NZ_CP015971,39.307,40,2983,7,0
NZ_CP019646,47.042,46,2902,10,1
NZ_CP022545,70.849,66,9345,469,4
NZ_AP017896,71.284,50,2278,32,1
NZ_LT578417,68.616,46,2965,45,0
NZ_CP054058,54.5,89,4353,67,0
NZ_LT907988,67.433,49,4367,21,1
NZ_CP036532,66.559,42,3412,24,0
NZ_LT632322,49.478,48,1420,14,0
NZ_LR698969,49.478,48,1420,14,0
NZ_LT635475,36.691,46,1574,24,1
NZ_LT635457,57.017,49,1603,10,1
NZ_CP014870,59.582,69,5945,175,0
NZ_CP023429,49.224,58,2142,397,2
NZ_CP022278,54.027,59,2324,54,1
NZ_CP048406,61.925,58,6003,255,0
NZ_CP039734,38.764,47,2802,30,3
NZ_CP045453,38.844,45,2796,42,3
NZ_CP096203,36.921,65,3527,11,0
NZ_CP086119,71.573,73,7018,148,0
NZ_CP015986,62.401,49,3980,87,0
NZ_CP015987,61.609,49,3980,87,0
NZ_CP061321,45.393,38,2037,10,0
NZ_CP061285,45.466,39,1985,15,0
NZ_CP061289,45.074,37,2162,16,0
NZ_CP061310,45.465,37,1891,10,0
NZ_CP021059,37.095,58,2401,18,0
NZ_CP035309,36.59,58,2238,30,0
NZ_CP047361,36.576,58,2339,23,3
NZ_CP047363,36.305,58,2450,24,0
NZ_CP046363,36.505,58,2452,23,0
NZ_CP072837,36.533,58,2364,15,0
NZ_CP046590,36.856,58,2218,16,1
NZ_CP091281,37.052,58,2361,10,1
NZ_CP061287,45.681,38,2262,14,0
NZ_CP061293,45.754,37,1747,12,0
NZ_CP061295,45.649,36,2021,11,0
NZ_CP015136,67.221,49,6145,44,0
NZ_CP018249,46.275,81,4040,146,0
NZ_CP015992,63.227,73,5629,131,0
NZ_CP021648,64.221,57,3971,120,1
NZ_CP052766,46.132,57,3683,37,0
NZ_CP016027,60.726,43,2576,8,4
NZ_CP033896,57.037,51,2051,30,2
NZ_CP026381,66.522,46,3840,47,0
NZ_CP047957,58.155,45,2651,10,0
NZ_CP014349,29.826,32,1267,66,0
NZ_CP017946,66.19,49,6165,48,0
NZ_CP017940,57.26,53,5810,235,0
NZ_CP017942,56.832,53,5810,235,0
NZ_CP016397,39.363,41,2859,36,0
NZ_CP017087,56.153,83,4158,53,0
NZ_CP016432,52.129,47,2170,31,1
NZ_CP027668,69.252,48,4271,33,0
NZ_CP049889,40.501,79,2234,34,0
NZ_CP049740,38.208,70,2202,60,0
NZ_CP016320,59.259,61,5173,146,0
NZ_CP016433,59.307,61,5173,146,0
NZ_CP023278,40.84,83,5968,64,15
NZ_CP016808,48.848,72,6115,62,7
NZ_CP016809,52.118,73,5750,56,0
NZ_LT635772,34.579,44,1961,40,1
NZ_LT635479,50.623,56,3304,60,1
NZ_LT635480,49.695,48,1682,31,0
NZ_LT706985,50.64,46,1816,12,2
NZ_CP044507,43.558,45,2526,9,0
NZ_CP096205,33.83,44,3268,15,1
NZ_CP029397,37.96,78,3531,85,3
NZ_CP073365,51.835,84,6490,56,4
NZ_AP017603,64.646,48,3683,56,0
NZ_CP017715,55.908,52,3727,24,0
NZ_CP017018,30.433,45,1658,17,0
NZ_CP017258,30.474,45,1713,20,0
NZ_CP012573,73.585,45,3037,38,0
NZ_CP048047,73.607,45,2987,26,0
NZ_CP048049,73.598,45,2979,26,0
NZ_LT667503,23.957,31,375,6,0
NZ_CP021659,43.545,50,2669,388,0
NZ_CP032279,49.611,87,3629,68,2
NZ_CP031716,38.265,81,3641,62,2
NZ_CP033133,38.089,81,4234,102,2
NZ_CP090029,59.791,70,5419,61,0
NZ_AP024401,27.73,31,809,8,0
NZ_CP016616,63.493,66,8649,492,0
NZ_CP042382,60.059,56,3453,35,1
NZ_CP019326,65.317,66,3707,24,1
NZ_CP017042,56.043,57,2252,43,1
NZ_CP016768,41.45,38,1226,5,0
NZ_CP016773,48.564,37,1339,6,0
NZ_CP016774,48.256,37,1335,5,0
NZ_CP016775,48.181,38,1338,4,0
NZ_CP016778,48.22,39,1328,5,0
NZ_CP016781,48.315,39,1267,4,0
NZ_CP016776,45.746,38,1369,4,0
NZ_CP016769,47.54,40,1444,4,0
NZ_CP016780,47.775,40,1376,3,0
NZ_CP016783,47.757,40,1398,4,0
NZ_CP016770,47.92,40,1363,5,0
NZ_CP016772,47.963,40,1363,4,0
NZ_CP016777,47.984,40,1352,4,0
NZ_CP016771,42.372,38,1231,4,0
NZ_CP016779,40.218,38,1164,6,0
NZ_CP016849,59.139,73,5080,90,0
NZ_CP016953,41.27,57,2026,62,0
NZ_CP061813,29.943,38,3210,10,0
NZ_CP032365,35.423,114,5537,154,0
NZ_CP036070,35.535,106,5635,183,0
NZ_CP036073,35.402,107,5399,160,0
NZ_CP036101,35.416,106,5332,203,0
NZ_CP015257,35.513,101,5822,327,0
NZ_CP047385,62.815,65,4817,44,0
NZ_CP047386,62.815,65,4818,43,0
NZ_CP016979,57.157,55,2959,163,0
NZ_CP016980,57.336,55,2959,163,0
NZ_AP018689,42.262,93,2895,17,1
NZ_AP023054,47.56,122,4784,65,2
NZ_CP031555,54.894,65,4269,21,0
NZ_CP047156,67.339,47,3776,18,1
NZ_CP019706,53.566,85,3887,96,0
NZ_CP048788,60.517,42,3769,16,0
NZ_CP017641,55.901,58,6221,42,1
NZ_CP017016,35.444,92,5057,133,0
NZ_CP035501,66.197,56,5545,44,0
NZ_CP017113,64.717,47,2835,23,0
NZ_CP024894,69.754,57,8422,84,0
NZ_CP018139,67.883,66,3229,24,0
NZ_CP017658,28.742,32,1039,4,0
NZ_CP017156,34.134,57,2411,26,1
NZ_CP017290,62.715,65,4676,104,0
NZ_AP017652,41.089,62,1796,35,1
NZ_CP034170,61.555,47,3007,41,1
NZ_CP054482,34.142,57,2374,25,0
NZ_CP079981,34.19,57,2430,22,0
NZ_CP079984,34.152,57,2520,23,0
NZ_CP017297,70.927,50,3811,26,0
NZ_CP020771,42.087,42,4476,408,5
NZ_CP019433,38.308,70,2148,65,1
NZ_CP021376,47.053,88,2546,42,1
NZ_CP054052,28.454,82,3326,7,0
NZ_CP017248,71.089,69,8216,429,0
NZ_CP017483,66.683,69,3734,64,0
NZ_CP017450,55.872,85,6192,225,0
NC_017845,50.367,77,4514,184,4
NZ_CP015749,50.397,77,4454,100,4
NZ_CP065036,50.561,76,4219,105,4
NZ_CP026977,50.395,77,4419,108,4
NZ_CP026981,50.561,77,4249,111,4
NZ_CP026979,50.451,77,4429,109,4
NZ_CP026980,50.287,76,4499,108,4
NZ_CP026982,50.493,77,4452,105,4
NZ_CP026983,50.562,77,4252,106,4
NZ_CP026985,50.602,77,4332,106,4
NZ_CP027260,50.415,76,4676,108,4
NZ_CP046376,50.45,77,4583,207,4
NZ_CP065946,50.409,77,4376,102,3
NZ_CP062254,50.585,77,4411,116,4
NZ_CP017580,71.438,47,3584,16,0
NZ_CP017659,49.247,73,6503,134,0
NZ_CP017660,74.686,51,3836,69,0
NZ_CP017661,71.367,48,2954,48,0
NZ_CP017662,57.577,82,4133,74,4
NZ_CP017718,58.142,39,3432,6,0
NZ_CP017668,65.447,61,3564,22,0
NZ_CP017674,70.47,47,3211,19,0
NZ_CP040863,40.204,60,2411,40,0
NZ_AP025564,60.09,46,3205,3,0
NZ_AP025577,60.09,46,3203,3,0
NZ_CP040021,50.848,97,2991,34,1
NZ_CP082966,31.266,40,3620,49,2
NZ_CP017717,71.809,63,11783,136,0
NZ_CP054140,52.365,48,2721,23,2
NZ_CP019229,70.367,45,2900,31,0
NZ_CP017780,68.833,54,8496,66,2
NZ_CP017761,35.446,64,2581,48,1
NZ_CP017762,37.328,65,4157,125,7
NZ_CP017719,52.151,83,4425,101,1
NZ_CP048279,37.269,58,2655,56,2
NZ_CP017812,51.939,49,1747,7,0
NZ_CP042812,27.488,63,2723,1,1
NZ_CP030280,41.881,57,2946,200,0
NZ_CP018153,38.159,45,2623,14,0
NZ_CP018154,46.12,41,2363,7,1
NZ_CP018022,28.742,32,1039,4,0
NZ_CP045309,73.349,57,6203,77,0
NZ_AP018721,65.458,46,2706,6,1
NZ_AP017898,65.399,48,3716,49,2
NZ_CP017999,59.366,53,4909,57,0
NZ_CP018000,59.274,53,4909,57,0
NZ_CP019113,56.017,84,4017,30,0
NZ_CP043056,38.167,44,4996,223,1
NZ_CP020114,41.268,44,4517,144,3
NZ_CP019437,64.02,51,4035,67,0
NZ_CP017990,55.501,84,5077,111,0
NZ_CP018151,68.141,46,3423,6,0
NZ_CP018091,63.916,45,2799,42,0
NZ_CP018031,43.966,60,3506,49,1
NZ_CP018092,53.515,41,2629,44,2
NZ_CP022684,51.249,44,4123,33,0
NZ_AP018400,40.01,58,1828,46,1
NZ_AP025331,39.855,56,1927,53,2
NZ_AP025332,39.98,56,1887,40,1
NZ_AP025333,40.071,56,1881,35,1
NZ_CP018076,64.903,45,4480,64,0
NZ_CP018080,63.691,45,4480,64,0
NZ_AP025028,40.686,35,3885,20,0
NZ_CP046268,45.705,90,4173,76,14
NZ_CP026226,60.837,122,4163,221,0
NZ_CP026216,53.145,89,5439,195,0
NZ_CP026167,56.075,84,5037,133,0
NZ_CP026387,55.864,85,4889,136,1
NZ_CP018101,66.89,80,5656,68,1
NZ_CP018043,66.47,46,5744,121,0
NZ_CP018799,51.486,51,2400,9,0
NZ_CP018800,53.656,45,2214,4,0
NC_022080,52.871,88,3306,97,1
NZ_CP018221,63.29,44,3869,77,0
NZ_LT670851,34.671,36,625,22,0
NZ_LR217705,30.893,36,616,15,0
NZ_LR217713,30.564,36,621,14,0
NZ_LR217715,34.832,37,633,22,0
NZ_LR217720,34.47,37,640,21,0
NZ_LR217725,34.67,36,625,22,0
NZ_LR217730,30.044,36,613,20,0
NZ_LR217735,30.379,36,610,20,0
NZ_LR217737,29.616,36,608,15,0
NZ_CP059494,45.956,82,4073,55,0
NZ_CP024034,29.024,33,1227,2,0
NZ_CP064065,70.463,54,5576,89,0
NZ_CP018811,63.519,59,6557,95,0
NZ_CP018812,62.99,59,6557,95,0
NZ_CP060790,68.568,53,3886,575,0
NZ_LT897836,36.777,42,608,23,0
NZ_CP065050,71.032,69,8980,391,2
NZ_AP018449,46.598,70,4177,27,9
NZ_CP036525,57.346,44,5994,39,2
NZ_CP036262,54.532,43,5154,22,0
NZ_CP036263,55.063,77,4663,38,0
NZ_CP019947,61.733,67,4312,236,0
NZ_CP015349,44.66,68,3301,20,0
NZ_CP022089,46.367,105,4262,114,1
NZ_CP019384,52.908,45,1836,5,0
NZ_CP015027,44.538,68,3100,21,0
NZ_CP070996,59.608,55,1869,97,0
NZ_CP079202,59.619,55,1849,118,0
NZ_CP020100,60.081,52,3669,16,1
NZ_CP091509,50.444,55,2385,54,4
NZ_LR824569,36.114,90,4701,11,0
NZ_CP019158,39.951,71,5296,30,0
NZ_CP012750,59.996,64,3555,17,0
NZ_CP042260,60.187,64,3395,14,0
NZ_CP019781,37.566,43,1370,105,0
NZ_CP019787,35.335,41,1156,80,0
NZ_CP019788,35.333,41,1190,50,0
NZ_CP019780,35.798,41,1245,39,0
NZ_CP019786,36.074,43,1300,71,0
NZ_CP020657,55.923,84,5286,97,2
NZ_CP036246,27.219,48,2032,3,0
NZ_CP035037,70.473,48,2920,75,0
NZ_CP019791,51.978,45,3385,21,3
NZ_CP048877,51.942,48,2186,4,0
NZ_CP019388,34.428,38,2960,5,1
NZ_CP019389,32.262,40,3201,31,2
NZ_AP022671,55.984,46,4152,14,0
NZ_AP017975,68.391,47,3602,26,0
NZ_CP019509,61.578,65,3363,38,10
NZ_CP019508,68.37,46,3476,15,0
NZ_CP019510,62.985,93,5438,22,0
NZ_CP019511,66.203,50,3814,23,0
NZ_CP019557,40.056,56,1871,40,2
NZ_CP039690,66.708,50,6856,81,2
NZ_CP043046,61.433,57,5251,42,2
NZ_CP063456,62.722,74,5423,68,0
NZ_CP045924,38.211,61,1893,63,0
NZ_CP094882,38.091,60,1962,14,0
NZ_CP019633,46.202,45,2266,21,2
NZ_CP019626,46.326,86,3819,64,0
NZ_CP021023,46.314,46,2366,11,2
NZ_CP058990,31.514,40,3286,12,0
NZ_LT821227,43.441,46,1201,6,0
NZ_LR698997,43.441,46,1201,6,0
NZ_CP019799,49.364,50,3949,34,1
NZ_CP022381,35.961,45,2143,13,3
NZ_CP022380,35.849,47,2128,25,4
NZ_CP020612,68.678,47,2817,60,1
NZ_CP020469,52.706,60,4216,26,1
NZ_AP018172,41.202,75,7082,213,10
NZ_CP006834,50.632,86,4849,263,2
NZ_CP093217,33.385,61,2533,105,0
NZ_CP020468,71.082,51,1923,32,1
NZ_CP015521,67.395,50,3410,68,0
NZ_CP019779,71.993,67,7005,339,0
NZ_CP021122,64.246,48,4752,60,0
NZ_CP035923,64.253,48,4708,64,0
NZ_CP035924,64.25,48,4698,65,0
NZ_CP065033,64.216,82,4623,46,0
NZ_CP065272,64.135,83,5002,62,0
NZ_CP065273,64.135,83,5000,62,0
NZ_CP019915,52.706,60,4216,26,1
NZ_CP045958,52.35,79,4512,235,2
NZ_CP061474,52.128,88,3387,129,4
NZ_CP061473,49.314,88,3455,142,3
NZ_CP011051,43.903,77,3824,200,0
NZ_CP020039,72.089,76,7815,340,0
NZ_CP020373,54.877,100,4116,42,0
NZ_CP075174,51.713,84,4119,219,0
NZ_CP044188,52.181,86,4761,203,3
NZ_CP020465,38.503,81,3831,25,0
NZ_CP020664,42.65,42,4621,223,3
NZ_CP013500,61.341,51,6047,218,0
NZ_LT993738,37.464,38,1000,1,0
NZ_LS992154,37.495,38,991,3,0
NZ_CP020694,61.396,48,3766,42,0
NZ_CP047961,53.888,45,2359,18,0
NZ_CP029176,65.587,49,3688,109,0
NZ_CP059896,63.084,55,4683,162,0
NZ_CP020473,31.158,72,4118,87,3
NZ_CP020562,52.115,60,3680,18,0
NZ_CP069383,15.331,28,195,4,0
NZ_AP018160,17.4,32,211,2,0
NZ_AP018724,63.988,47,3180,22,4
NZ_AP018161,15.316,28,198,3,0
NZ_AP018162,17.738,30,228,1,0
NZ_CP011602,52.747,83,5760,158,1
NZ_CP020555,72.209,72,7106,111,0
NZ_AP018203,47.022,67,6491,183,5
NZ_AP018206,48.907,67,6491,183,5
NZ_CP020873,52.041,47,2154,148,1
NZ_CP034279,72.596,65,6224,92,0
NZ_CP020817,56.038,83,4268,29,0
NZ_CP021992,67.793,48,3657,45,0
NZ_CP062159,33.822,57,4593,65,0
NZ_CP067012,58.502,50,2304,21,0
NZ_CP020857,74.605,51,3744,31,0
NZ_CP020866,48.995,76,6025,70,0
NZ_CP021030,61.096,54,6130,262,0
NZ_CP020892,54.272,64,4338,59,0
NZ_CP022889,63.49,46,2583,4,0
NZ_AP024085,29.795,66,2912,44,1
NZ_CP084703,37.764,119,4067,28,0
NZ_CP021118,73.338,66,5945,201,3
NZ_CP021138,54.907,47,2845,46,1
NZ_CP021255,59.76,50,2404,44,5
NZ_LT859958,49.136,47,2167,7,2
NZ_CP021416,38.69,46,2859,71,0
NZ_CP023994,54.564,41,1706,10,0
NZ_CP021379,34.599,39,560,6,0
NZ_CP043925,38.42,86,3673,35,0
NZ_AP024618,52.65,101,3828,42,1
NZ_CP021382,50.542,46,4301,11,0
NZ_CP045925,22.284,35,564,23,0
NZ_CP021354,65.796,49,7068,383,0
NZ_CP021381,39.838,83,5260,21,0
NZ_AP019367,65.604,53,1550,5,0
NZ_CP068022,42.662,106,4628,49,0
NZ_CP068023,43.558,106,4628,49,0
NZ_CP039516,49.996,98,3248,41,3
NZ_CP021430,73.566,46,3346,95,0
NZ_CP028561,39.004,73,2737,164,1
NZ_CP032286,41.421,88,3611,86,0
NZ_CP032143,42.597,83,3319,30,2
NZ_CP032134,42.478,83,3440,56,1
NZ_OU015321,33.088,42,2472,17,1
NZ_OU015319,33.086,42,2679,33,1
NZ_CP021768,66.621,73,4067,26,0
NZ_CP021497,23.031,36,473,2,0
NZ_CP022411,59.186,76,5828,49,0
NZ_AP018281,36.527,43,4198,113,2
NZ_AP018254,41.526,42,4664,96,8
NZ_AP018255,39.053,63,9858,751,8
NZ_CP021874,37.492,60,4104,34,0
NZ_CP023439,67.784,61,4584,62,2
NZ_CP021707,71.485,67,6244,574,1
NZ_CP023406,68.295,50,2921,53,0
NZ_CP048659,38.073,83,3944,164,3
NZ_CP021781,32.681,39,1902,15,0
NZ_CP043424,32.68,39,1903,16,0
NZ_CP021913,66.753,46,5247,70,0
NZ_CP021911,43.894,87,4017,116,0
NZ_AP018560,68.328,48,2608,38,1
NZ_CP048815,68.666,51,5317,80,0
NZ_CP021912,60.774,43,3077,11,0
NZ_CP048268,37.871,57,1990,14,2
NZ_CP048269,37.461,57,1790,13,1
NZ_CP048270,37.323,57,2147,23,2
NZ_CP048271,37.823,57,1924,12,2
NZ_CP022353,47.407,104,3525,128,1
NZ_CP018845,65.097,57,4848,20,0
NZ_CP022282,35.222,75,4349,21,0
NZ_CP022372,65.856,50,5592,72,0
NZ_CP091646,66.339,70,8421,342,0
NZ_CP091647,66.484,70,8421,342,0
NZ_CP091648,63.712,70,8421,342,0
NZ_CP022444,57.973,90,5294,130,0
NZ_CP072600,50.807,75,5320,243,3
NZ_CP032152,53.278,41,2513,27,5
NZ_CP022271,58.412,40,3370,4,0
NZ_CP022375,32.525,38,1680,43,0
NZ_CP022376,32.514,38,1679,49,0
NZ_CP022377,32.503,38,1686,53,0
NZ_CP048836,67.131,52,3863,43,0
NZ_CP022303,60.91,44,4762,37,0
NZ_CP022315,39.518,64,3834,74,0
NZ_CP023563,70.836,50,3321,29,1
NZ_CP022316,70.486,52,3131,106,0
NZ_CP022296,71.016,47,4573,65,0
NZ_CP025394,72.736,74,7455,182,0
NZ_CP047399,42.716,43,695,38,0
NZ_CP024588,70.881,61,4602,111,1
NZ_CP023969,59.725,70,5635,134,0
NZ_CP022358,48.043,103,4237,38,0
NZ_CP021124,61.459,53,6316,249,0
NZ_CP020947,61.527,50,6131,203,0
NZ_CP021024,61.378,53,5997,193,0
NZ_AP022848,66.691,64,5336,48,2
NZ_CP022436,62.652,57,4518,120,0
NZ_CP027860,60.488,49,4560,40,6
NZ_CP054827,52.259,82,4296,139,2
NZ_CP022529,59.89,62,5385,53,0
NZ_CP022680,41.979,56,1887,34,1
NZ_CP022600,64.303,44,3039,61,0
NZ_CP022655,59.074,81,4892,55,2
NZ_LS483457,52.244,85,4241,126,2
NZ_CP090145,29.38,50,3520,14,1
NZ_CP022961,72.906,47,5450,355,7
NZ_CP022881,32.825,62,2253,43,2
NZ_CP022741,44.865,105,3321,80,2
NZ_CP022754,45.199,80,4351,57,2
NZ_CP022736,57.079,51,4857,17,0
NZ_CP040515,35.492,105,5152,176,0
NZ_CP045777,35.572,104,5522,193,0
NZ_CP047085,35.561,104,5337,396,0
NZ_CP048687,35.386,104,5473,306,0
NZ_CP065149,35.549,104,5043,111,0
NZ_CP089743,35.528,104,5112,117,0
NZ_CP086328,35.534,105,5367,220,0
NZ_CP053955,35.451,107,5154,153,0
NZ_CP065739,35.517,105,5535,145,0
NZ_CP065743,35.392,105,5505,197,0
NZ_CP051013,35.582,106,5934,282,0
NZ_CP078081,35.523,108,5611,160,0
NZ_CP040344,35.47,105,5580,316,0
NZ_CP031443,35.569,106,5388,127,0
NZ_CP040336,35.744,106,5111,178,0
NZ_CP047366,35.584,97,5286,256,0
NZ_CP022989,63.231,64,7857,202,0
NZ_CP022990,63.694,64,7857,202,0
NZ_CP051514,60.086,66,9458,500,0
NZ_CP051515,62.461,66,9458,500,0
NZ_CP051516,62.5,66,9458,500,0
NZ_CP022823,56.935,87,5615,177,2
NZ_CP022874,46.271,81,4099,92,0
NZ_CP051131,63.327,45,3510,21,0
NZ_CP014611,37.738,70,1836,86,0
NZ_LS483254,68.21,46,1238,11,0
NZ_CP031123,40.86,77,4347,86,1
NZ_AP019856,50.746,90,4449,182,2
NZ_CP076704,50.826,90,4528,135,2
NZ_CP022958,66.684,57,4908,32,1
NZ_CP022985,34.563,41,3915,21,0
NZ_CP043450,42.948,58,6233,8,0
NZ_CP043451,42.758,58,6598,19,0
NZ_CP071879,42.757,58,6668,23,0
NZ_CP071880,42.757,58,6665,23,0
NZ_CP071881,42.754,58,6646,21,0
NZ_CP071882,42.757,58,6630,20,0
NZ_CP071903,42.757,58,6631,23,0
NZ_CP026975,55.637,83,4562,101,0
NZ_CP020053,55.417,88,4554,63,0
NZ_CP021749,54.952,84,4793,102,0
NZ_CP021776,55.103,83,4810,106,0
NZ_CP021896,55.131,85,4597,86,0
NZ_CP021902,55.105,83,4691,117,0
NZ_CP026719,55.278,85,4799,113,0
NZ_CP026850,55.549,83,4468,107,3
NZ_CP027604,55.264,85,4593,88,0
NZ_CP029716,55.53,84,5122,113,0
NZ_CP037919,55.68,83,4196,36,0
NZ_CP082147,55.021,87,5139,147,0
NZ_LT991957,55.74,84,4971,84,0
NZ_CP022998,59.751,55,6522,115,0
NZ_CP022987,59.342,45,3299,54,0
NZ_CP071057,68.233,42,3310,14,0
NZ_CP023777,42.54,62,4252,18,2
NZ_CP023019,45.273,108,4429,99,0
NZ_CP023057,40.415,59,2207,19,1
NZ_CP023818,60.169,128,4476,104,1
NZ_CP023817,57.884,125,3954,84,0
NZ_CP023268,57.866,83,4571,65,0
NZ_CP023298,71.321,102,8164,112,0
NZ_CP023548,68.518,55,4049,97,0
NZ_CP023549,68.346,55,4049,97,0
NZ_CP023550,69.368,55,4049,97,0
NZ_CP023434,42.274,61,2281,76,1
NZ_CP023484,56.644,75,4325,55,5
NZ_CP024785,41.926,76,9033,633,2
NZ_CP097332,68.124,47,3791,20,0
NZ_CP040442,34.539,55,3270,27,1
NZ_CP023540,42.403,42,2358,41,2
NZ_CP022615,30.715,41,1610,32,1
NZ_CP029487,47.826,61,4002,32,1
NZ_CP017482,51.992,77,4293,49,4
NZ_CP017481,52.035,77,4114,98,0
NZ_CP077421,51.809,76,4327,59,5
NZ_CP053841,29.262,42,1820,20,1
NZ_CP041025,51.523,45,3604,36,1
NZ_CP040443,50.74,95,4708,145,5
NZ_CP033460,36.591,62,2488,42,0
NZ_CP024608,63.505,87,6368,82,0
NZ_CP063361,63.852,92,6553,41,0
NZ_CP037883,66.362,71,4096,26,0
NZ_CP079106,66.316,70,4099,18,0
NZ_CP025581,71.239,48,3648,87,2
NZ_CP042909,58.897,48,1782,8,0
NZ_CP028897,51.045,112,4528,233,0
NZ_CP024199,54.719,67,4652,18,0
NZ_CP024200,54.15,67,4652,18,0
NZ_CP024123,36.883,105,4009,76,0
NZ_CP024240,50.749,89,4757,206,3
NZ_CP024243,50.64,88,4688,217,2
NZ_CP024239,50.799,89,4584,451,2
NZ_CP024289,50.895,99,4959,166,2
NZ_CP024257,50.771,88,4557,336,2
NZ_CP024245,50.594,94,4484,249,2
NZ_CP024311,59.851,53,6735,160,0
NZ_CP024170,69.465,49,3623,23,0
NZ_CP039456,34.796,41,3611,45,0
NZ_CP024202,48.609,44,4299,70,4
NZ_CP024478,59.882,74,4781,81,0
NZ_CP026652,69.906,73,7606,443,2
NZ_CP024647,46.413,85,3773,65,0
NZ_CP023435,66.464,47,5752,119,0
NZ_CP089295,70.679,93,6834,176,2
NZ_CP089296,70.11,93,6834,176,2
NZ_CP024812,55.298,86,4860,98,0
NZ_CP031115,63.64,46,3016,13,1
NZ_CP024869,70.243,46,3366,61,0
