accession,domain,species,CN,range,average,range_no_cross,average_no_cross,range_normalized,average_normalized
NZ_CP011448,Bacteria,Bordetella pertussis strain B3921,3,0.3038,0.1519,0.3038,0.1519,0.4557,0.4557
NZ_CP025525,Bacteria,Bordetella pertussis strain I420,3,0.3038,0.1519,0.3038,0.1519,0.4557,0.4557
NZ_CP011730,Bacteria,Bordetella pertussis strain I315,3,0.3038,0.1519,0.3038,0.1519,0.4557,0.4557
NZ_CP018035,Bacteria,Bordetella pertussis strain H782,3,0.3038,0.1519,0.3038,0.1519,0.4557,0.4557
NZ_CP071601,Bacteria,Bordetella pertussis strain CIDM-BP5,3,0.3038,0.1519,0.3038,0.1519,0.4557,0.4557
NZ_CP013882,Bacteria,Bordetella pertussis strain H876,3,0.3038,0.1519,0.3038,0.1519,0.4557,0.4557
NZ_CP025382,Bacteria,Bordetella pertussis strain H877,3,0.3038,0.1519,0.3038,0.1519,0.4557,0.4557
NZ_CP072017,Bacteria,Akkermansia muciniphila strain AkkB40,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP013878,Bacteria,Bordetella pertussis strain H361,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP025523,Bacteria,Bordetella pertussis strain F569,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP026916,Bacteria,Bordetella pertussis strain J546,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP026471,Bacteria,Bordetella pertussis strain J370,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011701,Bacteria,Bordetella pertussis strain H773,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011705,Bacteria,Bordetella pertussis strain H842,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011710,Bacteria,Bordetella pertussis strain H866,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP013895,Bacteria,Bordetella pertussis strain J152,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP021401,Bacteria,Bordetella pertussis strain J078,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011192,Bacteria,Bordetella pertussis strain H765,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011706,Bacteria,Bordetella pertussis strain H847,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP017167,Bacteria,Bordetella pertussis strain J308,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP018041,Bacteria,Bordetella pertussis strain J306,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP026669,Bacteria,Bordetella pertussis strain J369,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011751,Bacteria,Bordetella pertussis strain J012,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011445,Bacteria,Bordetella pertussis strain B3640,3,0.3039,0.15195,0.3039,0.15195,0.45585,0.45585
NZ_CP011715,Bacteria,Bordetella pertussis strain I069,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP017119,Bacteria,Bordetella pertussis strain J160,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP017168,Bacteria,Bordetella pertussis strain J310,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP010251,Bacteria,Bordetella pertussis strain I468,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP011716,Bacteria,Bordetella pertussis strain I088,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP011712,Bacteria,Bordetella pertussis strain H883,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP011713,Bacteria,Bordetella pertussis strain H884,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP011722,Bacteria,Bordetella pertussis strain I135,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP026628,Bacteria,Bordetella pertussis strain J424,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP012133,Bacteria,Bordetella pertussis strain I259,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP012080,Bacteria,Bordetella pertussis strain I106,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP025370,Bacteria,Bordetella pertussis strain I120,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP011205,Bacteria,Bordetella pertussis strain I763,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP011206,Bacteria,Bordetella pertussis strain I915,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_LS483255,Bacteria,Bordetella pertussis strain BPK10 isolate Bordetella pertussis,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP010840,Bacteria,Bordetella pertussis strain H379,3,0.304,0.152,0.304,0.152,0.456,0.456
NZ_CP013870,Bacteria,Bordetella pertussis strain F501,3,0.3041,0.15205,0.3041,0.15205,0.45615,0.45615
NZ_CP025383,Bacteria,Bordetella pertussis strain J184,3,0.3041,0.15205,0.3041,0.15205,0.45615,0.45615
NZ_CP011440,Bacteria,Bordetella pertussis strain B1838,3,0.3041,0.15205,0.3041,0.15205,0.45615,0.45615
NZ_CP054120,Bacteria,Bordetella pertussis strain NZ9,3,0.3041,0.15205,0.3041,0.15205,0.45615,0.45615
NZ_CP010250,Bacteria,Bordetella pertussis strain H788,3,0.3042,0.1521,0.3042,0.1521,0.4563,0.4563
NZ_CP023199,Bacteria,Bifidobacterium breve strain DRBB30,3,0.3042,0.1521,0.3042,0.1521,0.4563,0.4563
NZ_CP013883,Bacteria,Bordetella pertussis strain I093,3,0.3043,0.15215,0.3043,0.15215,0.45645,0.45645
NZ_CP013082,Bacteria,Bordetella pertussis strain H382,3,0.3043,0.15215,0.3043,0.15215,0.45645,0.45645
NZ_CP021199,Bacteria,Taylorella equigenitalis strain 89-0490,3,0.3045,0.15225,0.3045,0.15225,0.45675,0.45675
NZ_CP011234,Bacteria,Bordetella pertussis strain H320,3,0.3045,0.15225,0.3045,0.15225,0.45675,0.45675
NZ_CP054104,Bacteria,Bordetella pertussis strain NZ26,3,0.3047,0.15235,0.3047,0.15235,0.45705,0.45705
NZ_CP031114,Bacteria,Bordetella pertussis strain UK76,3,0.3048,0.1524,0.3048,0.1524,0.4572,0.4572
NZ_CP011708,Bacteria,Bordetella pertussis strain H853,3,0.3048,0.1524,0.3048,0.1524,0.4572,0.4572
NZ_CP092480,Bacteria,Lutibacter sp. A80,3,0.3049,0.15245,0.3049,0.15245,0.45735,0.45735
NZ_CP010907,Bacteria,Candidatus Pantoea carbekii strain US,3,0.305,0.1525,0.305,0.1525,0.4575,0.4575
NZ_CP012130,Bacteria,Bordetella pertussis strain H639,3,0.305,0.1525,0.305,0.1525,0.4575,0.4575
NZ_CP025371,Bacteria,Bordetella pertussis strain H640,3,0.305,0.1525,0.305,0.1525,0.4575,0.4575
NZ_CP013872,Bacteria,Bordetella pertussis strain F778,3,0.3051,0.15255,0.3051,0.15255,0.45765,0.45765
NZ_CP026430,Bacteria,Bordetella pertussis strain J364,3,0.3052,0.1526,0.3052,0.1526,0.4578,0.4578
NZ_CP025357,Bacteria,Bordetella pertussis strain F578,3,0.3054,0.1527,0.3054,0.1527,0.4581,0.4581
NZ_CP012713,Bacteria,Fusobacterium nucleatum subsp. animalis strain KCOM 1279,3,0.3054,0.1527,0.7489,0.37445,0.4581,0.4581
NZ_CP015762,Bacteria,Bordetella pertussis strain VA-150,3,0.3056,0.1528,0.3056,0.1528,0.4584,0.4584
NZ_CP031466,Bacteria,Paraburkholderia caffeinilytica strain CF1,3,0.3057,0.15285,0.3057,0.15285,0.45855,0.45855
NZ_CP010966,Bacteria,Bordetella pertussis strain I979,3,0.3057,0.15285,0.3057,0.15285,0.45855,0.45855
NZ_CP013867,Bacteria,Bordetella pertussis strain J365,3,0.3058,0.1529,0.3058,0.1529,0.4587,0.4587
NZ_CP065738,Bacteria,Rothia kristinae strain FDAARGOS_864,3,0.306,0.153,0.306,0.153,0.459,0.459
NZ_CP060397,Bacteria,Synechococcus sp. CBW1004,3,0.3064,0.1532,0.3064,0.1532,0.4596,0.4596
NZ_CP010965,Bacteria,Bordetella pertussis strain H321,3,0.3065,0.15325,0.3065,0.15325,0.45975,0.45975
NZ_CP013233,Bacteria,Collimonas arenae strain Ter10,3,0.3065,0.15325,0.7462,0.3731,0.45975,0.45975
NZ_CP025529,Bacteria,Bordetella pertussis strain H624,3,0.3066,0.1533,0.3066,0.1533,0.4599,0.4599
NZ_CP046400,Bacteria,Pseudodesulfovibrio cashew strain SRB007,3,0.3071,0.15355,0.6945,0.34725,0.46065,0.46065
NZ_CP021060,Bacteria,Taylorella equigenitalis strain 92-0972,3,0.3073,0.15365,0.3073,0.15365,0.46095,0.46095
NZ_CP013235,Bacteria,Collimonas arenae strain Ter282,3,0.3076,0.1538,0.7454,0.3727,0.4614,0.4614
NZ_CP083629,Bacteria,Porphyromonas endodontalis strain FDAARGOS_1506,3,0.308,0.154,0.7708,0.3854,0.462,0.462
NZ_LR134441,Bacteria,Kaistella antarctica strain NCTC13489,3,0.308,0.154,0.308,0.154,0.462,0.462
NZ_CP087719,Bacteria,Roseomonas sp. OT10,3,0.3082,0.1541,0.7541,0.37705,0.4623,0.4623
NZ_CP021201,Bacteria,Taylorella equigenitalis strain 09-0932,3,0.3084,0.1542,0.3084,0.1542,0.4626,0.4626
NZ_CP025527,Bacteria,Bordetella pertussis strain J139,3,0.3085,0.15425,0.3085,0.15425,0.46275,0.46275
NZ_CP022990,Bacteria,Paraburkholderia aromaticivorans strain BN5,3,0.3086,0.1543,0.7641,0.38205,0.4629,0.4629
NZ_CP011732,Bacteria,Bordetella pertussis strain I331,3,0.3086,0.1543,0.3086,0.1543,0.4629,0.4629
NZ_CP096585,Bacteria,Gordonia terrae strain PE42,3,0.3087,0.15435,0.3087,0.15435,0.46305,0.46305
NZ_CP010028,Bacteria,Deinococcus radiopugnans strain DY59,3,0.3087,0.15435,0.8176,0.4088,0.46305,0.46305
NZ_CP085962,Bacteria,Campylobacter rectus strain FDAARGOS_1549,3,0.3089,0.15445,0.3089,0.15445,0.46335,0.46335
NZ_CP012543,Bacteria,Campylobacter rectus strain ATCC 33238,3,0.309,0.1545,0.309,0.1545,0.4635,0.4635
NZ_CP054018,Bacteria,Rothia dentocariosa strain FDAARGOS_752,3,0.3097,0.15485,0.8514,0.4257,0.46455,0.46455
NZ_CP012541,Bacteria,Campylobacter concisus strain ATCC 33237,3,0.31,0.155,0.31,0.155,0.465,0.465
NZ_CP016019,Bacteria,Bifidobacterium longum subsp. longum strain AH1206,3,0.31,0.155,0.31,0.155,0.465,0.465
NZ_LR535679,Bacteria,Campylobacter showae isolate B91_SC,3,0.3105,0.15525,0.3105,0.15525,0.46575,0.46575
NZ_CP010453,Bacteria,Bifidobacterium longum strain BG7,3,0.3107,0.15535,0.3107,0.15535,0.46605,0.46605
NZ_AP024485,Bacteria,Pseudodesulfovibrio sediminis strain SF6,3,0.3109,0.15545,0.6908,0.3454,0.46635,0.46635
NZ_CP072341,Bacteria,Prevotella nigrescens F0103,3,0.3114,0.1557,0.3114,0.1557,0.4671,0.4671
NZ_CP082852,Bacteria,Legionella anisa strain FDAARGOS_1480,3,0.3115,0.15575,0.3115,0.15575,0.46725,0.46725
NZ_CP013234,Bacteria,Collimonas pratensis strain Ter91,3,0.3116,0.1558,0.7508,0.3754,0.4674,0.4674
NZ_CP029604,Bacteria,Gordonia terrae strain NRRL B-16283,3,0.3116,0.1558,0.3116,0.1558,0.4674,0.4674
NZ_CP016594,Bacteria,Gordonia terrae strain 3612,3,0.3117,0.15585,0.3117,0.15585,0.46755,0.46755
NZ_CP054125,Bacteria,Bordetella pertussis strain NZ3,3,0.312,0.156,0.312,0.156,0.468,0.468
NZ_CP021386,Bacteria,Bifidobacterium breve strain NRBB04,3,0.3121,0.15605,0.3121,0.15605,0.46815,0.46815
NZ_CP030239,Bacteria,Paracoccus mutanolyticus strain RSP-02,3,0.3122,0.1561,0.3122,0.1561,0.4683,0.4683
NZ_CP020442,Bacteria,Paracoccus yeei strain FDAARGOS_252,3,0.3124,0.1562,0.3124,0.1562,0.4686,0.4686
NZ_CP015736,Bacteria,Shinella sp. HZN7,3,0.3128,0.1564,0.8088,0.4044,0.4692,0.4692
NZ_CP041203,Bacteria,Cellulomonas sp. Y8,3,0.3131,0.15655,0.8431,0.42155,0.46965,0.46965
NZ_CP024732,Bacteria,Prevotella intermedia strain KCOM 1741,3,0.3131,0.15655,0.3131,0.15655,0.46965,0.46965
NZ_CP011182,Bacteria,Bordetella pertussis strain F948,3,0.3134,0.1567,0.3134,0.1567,0.4701,0.4701
NZ_CP039251,Bacteria,Psychrobacter sp. PAMC27889,3,0.3135,0.15675,0.7457,0.37285,0.47025,0.47025
NZ_CP049237,Bacteria,Campylobacter concisus strain H1O1,3,0.3135,0.15675,0.3135,0.15675,0.47025,0.47025
NZ_CP084007,Bacteria,Flavonifractor plautii strain NBRC 113805,3,0.3143,0.15715,0.3143,0.15715,0.47145,0.47145
NZ_CP079201,Bacteria,Rothia dentocariosa strain LPB0409,3,0.3143,0.15715,0.8362,0.4181,0.47145,0.47145
NZ_CP049238,Bacteria,Campylobacter concisus strain P3UCB1,3,0.3147,0.15735,0.3147,0.15735,0.47205,0.47205
NC_015508,Bacteria,Agrobacterium fabacearum,3,0.3148,0.1574,0.3148,0.1574,0.4722,0.4722
NZ_CP040818,Bacteria,Paroceanicella profunda strain D4M1,3,0.3152,0.1576,0.3152,0.1576,0.4728,0.4728
NZ_CP061538,Bacteria,Rothia amarae strain KJZ-9,3,0.3153,0.15765,0.3153,0.15765,0.47295,0.47295
NZ_CP038241,Bacteria,Allofrancisella inopinata strain SYSU YG23,3,0.3159,0.15795,0.3159,0.15795,0.47385,0.47385
NC_014643,Bacteria,Rothia dentocariosa ATCC 17931,3,0.3162,0.1581,0.3162,0.1581,0.4743,0.4743
NZ_CP072501,Bacteria,Bifidobacterium longum strain K15,3,0.3165,0.15825,0.3165,0.15825,0.47475,0.47475
NZ_CP011859,Bacteria,Riemerella anatipestifer strain HXb2,3,0.3166,0.1583,0.3166,0.1583,0.4749,0.4749
NZ_CP009471,Bacteria,Marinitoga sp. 1137,3,0.3168,0.1584,0.3168,0.1584,0.4752,0.4752
NZ_CP093528,Bacteria,Shinella zoogloeoides strain XJ20,3,0.3169,0.15845,0.8253,0.41265,0.47535,0.47535
NZ_CP009291,Bacteria,Novosphingobium pentaromativorans US6-1,3,0.317,0.1585,0.317,0.1585,0.4755,0.4755
NZ_LT906453,Bacteria,Dermatophilus congolensis strain NCTC13039,3,0.3171,0.15855,0.3171,0.15855,0.47565,0.47565
NZ_CP010429,Bacteria,Spirosoma radiotolerans strain DG5A,3,0.3175,0.15875,0.3175,0.15875,0.47625,0.47625
NZ_CP013232,Bacteria,Collimonas fungivorans strain Ter6,3,0.3176,0.1588,0.7273,0.36365,0.4764,0.4764
NC_015161,Bacteria,Deinococcus proteolyticus MRP,3,0.318,0.159,0.9246,0.4623,0.477,0.477
NZ_CP009752,Bacteria,Bordetella pertussis B1920,3,0.3181,0.15905,0.3181,0.15905,0.47715,0.47715
NZ_CP095552,Bacteria,Gordonia hongkongensis strain JCM 31934,3,0.3187,0.15935,0.3187,0.15935,0.47805,0.47805
NZ_CP010017,Bacteria,Burkholderia thailandensis 34,3,0.3188,0.1594,0.3188,0.1594,0.4782,0.4782
NZ_LR214950,Bacteria,Mycoplasmopsis gallinacea strain NCTC10183,3,0.3189,0.15945,0.3189,0.15945,0.47835,0.47835
NZ_CP013411,Bacteria,Burkholderia thailandensis strain 2002721643,3,0.319,0.1595,0.319,0.1595,0.4785,0.4785
NZ_CP049239,Bacteria,Campylobacter concisus strain P3UCO1,3,0.3201,0.16005,0.3201,0.16005,0.48015,0.48015
NZ_CP049272,Bacteria,Campylobacter concisus strain P27CDO-S2,3,0.3201,0.16005,0.3201,0.16005,0.48015,0.48015
NZ_CP040748,Bacteria,Nocardioides jishulii strain dk3136,3,0.3203,0.16015,0.3203,0.16015,0.48045,0.48045
NZ_CP079216,Bacteria,Tessaracoccus palaemonis strain J1M15,3,0.3213,0.16065,0.3213,0.16065,0.48195,0.48195
NZ_LT906442,Bacteria,Legionella waltersii strain NCTC13017,3,0.3215,0.16075,0.7521,0.37605,0.48225,0.48225
NZ_CP070491,Bacteria,Methylococcus sp. EFPC2,3,0.322,0.161,0.8026,0.4013,0.483,0.483
NZ_CP081987,Bacteria,Shinella oryzae strain Z-25,3,0.3221,0.16105,0.8236,0.4118,0.48315,0.48315
NZ_CP015381,Bacteria,Desulfococcus multivorans strain DSM 2059,3,0.3221,0.16105,0.3221,0.16105,0.48315,0.48315
NZ_CP019913,Bacteria,Desulfococcus multivorans strain DSM 2059,3,0.3223,0.16115,0.3223,0.16115,0.48345,0.48345
NZ_AP024713,Bacteria,Campylobacter sp. 19-13652,3,0.3226,0.1613,0.3226,0.1613,0.4839,0.4839
NZ_CP040814,Bacteria,Salinibacterium sp. M195,3,0.3228,0.1614,0.7614,0.3807,0.4842,0.4842
NZ_CP068285,Bacteria,Ralstonia syzygii subsp. celebesensis strain UGMSS_Db01,3,0.3229,0.16145,0.9463,0.47315,0.48435,0.48435
NZ_CP046161,Bacteria,Caproicibacterium lactatifermentans strain JNU-WLY1368,3,0.3235,0.16175,0.3235,0.16175,0.48525,0.48525
NZ_CP011711,Bacteria,Bordetella pertussis strain H878,3,0.3239,0.16195,0.3239,0.16195,0.48585,0.48585
NZ_CP026884,Bacteria,Bordetella pertussis strain J700,3,0.324,0.162,0.324,0.162,0.486,0.486
NZ_CP026885,Bacteria,Bordetella pertussis strain J699,3,0.324,0.162,0.324,0.162,0.486,0.486
NZ_CP026886,Bacteria,Bordetella pertussis strain J698,3,0.324,0.162,0.324,0.162,0.486,0.486
NZ_CP010962,Bacteria,Bordetella pertussis strain H627,3,0.3241,0.16205,0.3241,0.16205,0.48615,0.48615
NZ_CP010847,Bacteria,Bordetella pertussis strain H622,3,0.3241,0.16205,0.3241,0.16205,0.48615,0.48615
NZ_CP046996,Bacteria,Dehalobacter restrictus strain 12DCA,3,0.3242,0.1621,0.3242,0.1621,0.4863,0.4863
NZ_CP013879,Bacteria,Bordetella pertussis strain H533,3,0.3242,0.1621,0.3242,0.1621,0.4863,0.4863
NZ_CP025363,Bacteria,Bordetella pertussis strain H902,3,0.3242,0.1621,0.3242,0.1621,0.4863,0.4863
NZ_CP011189,Bacteria,Bordetella pertussis strain H729,3,0.3242,0.1621,0.3242,0.1621,0.4863,0.4863
NZ_CP010255,Bacteria,Bordetella pertussis strain I480,3,0.3242,0.1621,0.3242,0.1621,0.4863,0.4863
NZ_CP013877,Bacteria,Bordetella pertussis strain H348,3,0.3244,0.1622,0.3244,0.1622,0.4866,0.4866
NZ_CP051515,Bacteria,Paraburkholderia aromaticivorans strain AR20-38,3,0.3248,0.1624,0.3248,0.1624,0.4872,0.4872
NZ_LS398590,Bacteria,Bordetella pertussis strain VS393 isolate Bordetella pertussis,3,0.3251,0.16255,0.3251,0.16255,0.48765,0.48765
NZ_CP013979,Bacteria,Agromyces aureus strain AR33,3,0.3253,0.16265,0.3253,0.16265,0.48795,0.48795
NC_010175,Bacteria,Chloroflexus aurantiacus J-10-fl,3,0.3257,0.16285,0.8277,0.41385,0.48855,0.48855
NZ_CP060390,Bacteria,Psychrobacter sp. KCTC 72983,3,0.3258,0.1629,0.3258,0.1629,0.4887,0.4887
NC_014656,Bacteria,Bifidobacterium longum subsp. longum BBMN68,3,0.326,0.163,0.7573,0.37865,0.489,0.489
NZ_CP024723,Bacteria,Prevotella intermedia strain KCOM 2837,3,0.326,0.163,0.326,0.163,0.489,0.489
NC_016751,Bacteria,Marinitoga piezophila KA3,3,0.3263,0.16315,0.3263,0.16315,0.48945,0.48945
NZ_CP041763,Bacteria,Gordonia zhaorongruii strain HY186,3,0.3268,0.1634,0.3268,0.1634,0.4902,0.4902
NZ_AP014597,Bacteria,Prevotella intermedia strain OMA14,3,0.3272,0.1636,0.3272,0.1636,0.4908,0.4908
NZ_CP031728,Bacteria,Cellvibrio sp. KY-GH-1,3,0.3273,0.16365,0.3273,0.16365,0.49095,0.49095
NZ_CP049274,Bacteria,Campylobacter concisus strain P10CDO-S2,3,0.3281,0.16405,0.3281,0.16405,0.49215,0.49215
NZ_CP071754,Bacteria,Burkholderia pseudomallei strain VBP364,3,0.3282,0.1641,0.3282,0.1641,0.4923,0.4923
NZ_CP054621,Bacteria,Azospirillum oryzae strain KACC 14407 plasmid unnamed6,3,0.3282,0.1641,0.8385,0.41925,0.4923,0.4923
NZ_CP047235,Bacteria,Gordonia sp. JH63,3,0.3282,0.1641,0.3282,0.1641,0.4923,0.4923
NZ_CP077309,Bacteria,Enterobacter hormaechei strain FDAARGOS 1433 plasmid unnamed1,3,0.3284,0.1642,0.3284,0.1642,0.4926,0.4926
NZ_CP066078,Bacteria,Rothia kristinae strain FDAARGOS_1001,3,0.3284,0.1642,0.3284,0.1642,0.4926,0.4926
NC_014394,Bacteria,Gallionella capsiferriformans ES-2,3,0.3286,0.1643,0.3286,0.1643,0.4929,0.4929
NZ_CP045725,Bacteria,Raineyella fluvialis strain CBA3103,3,0.3288,0.1644,0.8688,0.4344,0.4932,0.4932
NZ_CP084736,Bacteria,Gordonia sp. WA4-43,3,0.3288,0.1644,0.8046,0.4023,0.4932,0.4932
NZ_CP023429,Bacteria,Neisseria weixii strain 10022,3,0.3289,0.16445,0.8421,0.42105,0.49335,0.49335
NZ_CP093337,Bacteria,Shinella sp. H4-D48,3,0.329,0.1645,0.8506,0.4253,0.4935,0.4935
NZ_CP043929,Bacteria,Methylomonas rhizoryzae strain GJ1,3,0.329,0.1645,0.7841,0.39205,0.4935,0.4935
NC_017221,Bacteria,Bifidobacterium longum subsp. longum KACC 91563,3,0.3292,0.1646,0.9286,0.4643,0.4938,0.4938
NZ_CP019300,Bacteria,Prevotella intermedia ATCC 25611 = DSM 20706 strain ATCC 25611,3,0.3296,0.1648,0.3296,0.1648,0.4944,0.4944
NZ_CP072335,Bacteria,Prevotella nigrescens strain F0630,3,0.3296,0.1648,0.874,0.437,0.4944,0.4944
NZ_CP061033,Bacteria,Corynebacterium zhongnanshanii strain zg-320,3,0.3297,0.16485,0.3297,0.16485,0.49455,0.49455
NZ_CP081923,Bacteria,Riemerella anatipestifer strain 20160930RA1,3,0.3297,0.16485,0.3297,0.16485,0.49455,0.49455
NZ_CP004006,Bacteria,Legionella oakridgensis ATCC 33761 = DSM 21215,3,0.3297,0.16485,0.7011,0.35055,0.49455,0.49455
NZ_CP010263,Bacteria,Bordetella pertussis strain I646,3,0.3301,0.16505,0.3301,0.16505,0.49515,0.49515
NZ_CP022386,Bacteria,Capnocytophaga gingivalis strain H1496,3,0.3304,0.1652,0.3304,0.1652,0.4956,0.4956
NZ_CP049270,Bacteria,Campylobacter concisus strain P26UCO-S2,3,0.3306,0.1653,0.3306,0.1653,0.4959,0.4959
NZ_CP035765,Bacteria,Sphingomonas paucimobilis strain AIMST S2,3,0.3308,0.1654,0.7686,0.3843,0.4962,0.4962
NC_014169,Bacteria,Bifidobacterium longum subsp. longum JDM301,3,0.3314,0.1657,0.3314,0.1657,0.4971,0.4971
NZ_CP030094,Bacteria,Prevotella intermedia strain KCOM 2734,3,0.3317,0.16585,0.3317,0.16585,0.49755,0.49755
NZ_CP047650,Bacteria,Xylophilus rhododendri strain KACC 21265,3,0.3322,0.1661,0.3322,0.1661,0.4983,0.4983
NC_018609,Bacteria,Riemerella anatipestifer RA-CH-1,3,0.3322,0.1661,0.3322,0.1661,0.4983,0.4983
NZ_CP008889,Bacteria,Dermacoccus nishinomiyaensis strain M25,3,0.3323,0.16615,0.3323,0.16615,0.49845,0.49845
NZ_CP008885,Bacteria,Bifidobacterium longum strain BXY01,3,0.3325,0.16625,0.3325,0.16625,0.49875,0.49875
NZ_CP042425,Bacteria,Limnoglobus roseus strain PX52,3,0.3327,0.16635,0.3327,0.16635,0.49905,0.49905
NZ_CP006644,Bacteria,Sphingomonas sanxanigenens DSM 19645 = NX02,3,0.3332,0.1666,0.3332,0.1666,0.4998,0.4998
NZ_AP018132,Bacteria,Bifidobacterium bifidum strain TMC 3115,3,0.334,0.167,0.334,0.167,0.501,0.501
NC_011832,Archaea,Methanosphaerula palustris E1-9c,3,0.3341,0.16705,0.3341,0.16705,0.50115,0.50115
NZ_CP091056,Bacteria,Ornithinimicrobium sp. INDO-MA30-4,3,0.3341,0.16705,0.6701,0.33505,0.50115,0.50115
NZ_CP072186,Bacteria,Riemerella anatipestifer strain 20190403E1-1,3,0.3341,0.16705,0.3341,0.16705,0.50115,0.50115
NZ_CP025571,Bacteria,Acidipropionibacterium jensenii strain JS279,3,0.3342,0.1671,0.3342,0.1671,0.5013,0.5013
NZ_AP017308,Bacteria,Leptolyngbya sp. NIES-3755 DNA,3,0.3343,0.16715,0.7996,0.3998,0.50145,0.50145
NZ_CP018135,Bacteria,Neomicrococcus aestuarii strain B18,3,0.3346,0.1673,0.3346,0.1673,0.5019,0.5019
NC_017218,Bacteria,Bifidobacterium breve ACS-071-V-Sch8b,3,0.3347,0.16735,0.668,0.334,0.50205,0.50205
NZ_CP024734,Bacteria,Prevotella intermedia strain KCOM 1944,3,0.335,0.1675,0.335,0.1675,0.5025,0.5025
NZ_CP011964,Bacteria,Bifidobacterium longum subsp. longum strain NCIMB8809,3,0.336,0.168,0.336,0.168,0.504,0.504
NZ_CP013902,Bacteria,Bordetella pertussis strain J198,3,0.3365,0.16825,0.3365,0.16825,0.50475,0.50475
NZ_CP095045,Bacteria,Leucobacter sp. H21R-40,3,0.3367,0.16835,0.3367,0.16835,0.50505,0.50505
NZ_CP047949,Bacteria,Synechococcus sp. RS9902,3,0.3368,0.1684,0.6659,0.33295,0.5052,0.5052
NZ_CP063232,Bacteria,Thermobifida fusca strain UPMC 901,3,0.3369,0.16845,0.8229,0.41145,0.50535,0.50535
NZ_CP039291,Bacteria,Cellulomonas shaoxiangyii strain Z28,3,0.337,0.1685,0.337,0.1685,0.5055,0.5055
NZ_CP094665,Bacteria,Gordonia amicalis strain G2,3,0.3373,0.16865,0.3373,0.16865,0.50595,0.50595
NC_013522,Bacteria,Thermanaerovibrio acidaminovorans DSM 6589,3,0.3373,0.16865,0.3373,0.16865,0.50595,0.50595
NZ_CP006271,Bacteria,Synechococcus sp. KORDI-52 strain KORDI 52,3,0.3373,0.16865,0.6653,0.33265,0.50595,0.50595
NZ_CP049836,Bacteria,Gordonia terrae strain RL-JC02,3,0.3374,0.1687,0.3374,0.1687,0.5061,0.5061
NZ_CP081931,Bacteria,Riemerella anatipestifer strain 20200501E2-1,3,0.3376,0.1688,0.3376,0.1688,0.5064,0.5064
NZ_CP029830,Bacteria,Azospirillum ramasamyi strain M2T2B2 plasmid unnamed1,3,0.3377,0.16885,0.3377,0.16885,0.50655,0.50655
NZ_CP061768,Bacteria,Nocardioides campestrisoli strain MC1495,3,0.3378,0.1689,0.3378,0.1689,0.5067,0.5067
NZ_CP059472,Bacteria,Chryseobacterium sp. CX-624,3,0.338,0.169,0.338,0.169,0.507,0.507
NZ_CP063989,Bacteria,Actinomyces respiraculi strain ZJ750,3,0.3381,0.16905,0.3381,0.16905,0.50715,0.50715
NZ_CP040272,Bacteria,Nostoc sp. C052,3,0.3391,0.16955,0.3391,0.16955,0.50865,0.50865
NC_019949,Bacteria,Mycoplasmopsis cynos C142,3,0.3392,0.1696,0.3392,0.1696,0.5088,0.5088
NZ_CP053844,Bacteria,Campylobacter geochelonis strain LMG 29375,3,0.3396,0.1698,0.3396,0.1698,0.5094,0.5094
